Kanton;Schuljahr;Stufe;Typ;Geschlecht;Land;Anzahl
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;männlich;Chile;1
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;weiblich;Deutschland;6
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Spanien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Russland;2
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Syrien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Schweiz;893
tg;2018/2019;Sekundarstufe II;Informatikmittelschulen;männlich;Schweiz;59
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Schweiz;491
tg;2018/2019;Sekundarstufe I;Gymnasium;weiblich;Afghanistan;1
tg;2018/2019;Sekundarstufe II;Passerelle;weiblich;Schweiz;38
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;männlich;Nordmazedonien;1
tg;2018/2019;Sekundarstufe I;Gymnasium;weiblich;Türkei;2
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;männlich;Tunesien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Ungarn;2
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Honduras;1
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;weiblich;Österreich;2
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;weiblich;Mauretanien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Montenegro;1
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Kroatien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Sri Lanka;2
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Mauretanien;1
tg;2018/2019;Sekundarstufe I;Gymnasium;weiblich;Italien;4
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Armenien;1
tg;2018/2019;Sekundarstufe II;Informatikmittelschulen;männlich;Nordmazedonien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Deutschland;10
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;weiblich;Spanien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Staat unbekannt;1
tg;2018/2019;Sekundarstufe II;Fachmittelschulen;weiblich;Polen;1
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Serbien;1
tg;2018/2019;Sekundarstufe II;Gymnasium;männlich;Österreich;1
tg;2018/2019;Sekundarstufe II;Gymnasium;weiblich;Türkei;1
